3.064193390309810638e-02,9.030186384916305542e-02,-8.170308917760848999e-02,-1.252104155719280243e-02,-8.973772078752517700e-02,2.781649306416511536e-02,-1.132031381130218506e-01,3.922383487224578857e-02,-7.189407944679260254e-02,-1.507164444774389267e-02
6.612466275691986084e-02,9.459953010082244873e-02,9.351679123938083649e-03,-5.690327659249305725e-02,-2.015635184943675995e-02,1.950920931994915009e-02,4.761899635195732117e-02,-7.698012143373489380e-02,-1.169021278619766235e-01,-4.109812900424003601e-02
1.181977391242980957e-01,9.455405175685882568e-02,-9.874094277620315552e-02,1.012234240770339966e-01,-4.083239659667015076e-02,3.108894824981689453e-02,-1.200367435812950134e-01,6.633587926626205444e-02,-9.402660280466079712e-02,9.947660565376281738e-02
-1.074695140123367310e-01,9.577815234661102295e-02,2.589151635766029358e-02,2.866887487471103668e-02,-1.090864301659166813e-03,-5.514919012784957886e-02,4.302776232361793518e-02,7.763399928808212280e-02,1.202395651489496231e-02,5.538129433989524841e-02
-9.500215202569961548e-02,-6.227690726518630981e-02,-5.028808489441871643e-02,5.763930454850196838e-02,-4.864839464426040649e-02,-8.291106671094894409e-02,4.373256489634513855e-02,4.018120467662811279e-02,5.714891478419303894e-02,5.759352445602416992e-02
8.561831712722778320e-02,-2.440206892788410187e-02,1.976578868925571442e-02,7.307270541787147522e-03,-1.030830144882202148e-01,9.746719151735305786e-02,7.458530366420745850e-02,8.545701950788497925e-02,1.156539320945739746e-01,6.485395878553390503e-02
-1.049906611442565918e-01,6.827503442764282227e-02,-2.602499164640903473e-02,-2.360156178474426270e-02,5.673035606741905212e-02,9.267916530370712280e-02,-1.738550513982772827e-02,-5.453253909945487976e-02,1.236223131418228149e-01,2.026173099875450134e-02
2.893856912851333618e-02,-3.796612843871116638e-02,2.355707064270973206e-02,1.139958277344703674e-01,1.008198857307434082e-01,5.739610269665718079e-02,-1.168067902326583862e-01,7.109200209379196167e-02,1.172768846154212952e-01,7.979983091354370117e-02
8.551219105720520020e-02,8.379858732223510742e-02,-5.204418674111366272e-02,-5.875276401638984680e-02,-3.186108171939849854e-02,2.316519990563392639e-02,-4.866601899266242981e-02,-1.540954690426588058e-02,-8.259921520948410034e-02,-7.922495901584625244e-02
-6.028620991855859756e-04,-7.112956792116165161e-02,1.294939196668565273e-03,6.914334837347269058e-03,1.134496554732322693e-01,7.328405976295471191e-02,-3.064212948083877563e-02,1.042934954166412354e-01,-1.001172885298728943e-02,-6.454101204872131348e-02
-8.666926622390747070e-02,-7.408303767442703247e-02,5.948456469923257828e-03,-7.790381461381912231e-02,4.897177591919898987e-02,7.739583402872085571e-02,3.219199180603027344e-02,-5.673279613256454468e-02,-4.757230728864669800e-02,6.290608644485473633e-02
-8.705207705497741699e-02,2.018981240689754486e-02,7.876793295145034790e-02,-4.383062943816184998e-02,-2.721993438899517059e-02,6.254655867815017700e-02,1.405230443924665451e-02,-1.081608906388282776e-01,-6.854059547185897827e-02,-8.218072354793548584e-02
2.651002816855907440e-02,2.215630002319812775e-02,9.418906271457672119e-02,9.431594610214233398e-02,3.096195496618747711e-02,-2.134465612471103668e-02,3.949990496039390564e-02,2.457162551581859589e-02,-3.913105651736259460e-02,6.240765377879142761e-02
-3.311323747038841248e-02,-4.460431262850761414e-02,-2.135390974581241608e-02,-4.564777016639709473e-03,3.030005283653736115e-02,1.152727603912353516e-01,-2.303847484290599823e-02,-4.062419384717941284e-02,1.113161668181419373e-01,2.809863910079002380e-02
9.734548628330230713e-02,1.067921593785285950e-01,3.168734954670071602e-03,4.955064877867698669e-02,-1.048881784081459045e-01,-7.437827438116073608e-02,-1.103868987411260605e-02,7.029289752244949341e-02,1.557694096118211746e-02,3.204566985368728638e-02
-1.123379990458488464e-01,7.258184254169464111e-02,-5.193133652210235596e-02,-4.630137234926223755e-02,4.636602103710174561e-02,9.187865257263183594e-02,4.363899305462837219e-02,-3.523232415318489075e-02,-3.562317416071891785e-02,1.131733059883117676e-01
-9.007690846920013428e-02,3.925059735774993896e-02,1.148442327976226807e-01,1.083667278289794922e-01,7.729585468769073486e-02,-9.008785337209701538e-02,-1.133634448051452637e-01,-8.850866556167602539e-02,8.685827255249023438e-02,-1.005762666463851929e-01
1.009290367364883423e-01,7.366804033517837524e-02,-9.869355708360671997e-02,1.080031245946884155e-01,-3.924614191055297852e-02,4.356764256954193115e-03,2.854289487004280090e-02,-9.243015199899673462e-02,8.995738625526428223e-02,-6.346913427114486694e-02
-1.771732582710683346e-03,-1.083242893218994141e-01,-1.153931990265846252e-01,6.621380895376205444e-02,-3.981409221887588501e-02,2.266312390565872192e-02,8.544217795133590698e-02,-1.101530343294143677e-01,4.294430837035179138e-03,2.670716121792793274e-02
4.572755098342895508e-02,3.029664419591426849e-02,6.844373047351837158e-02,7.633371651172637939e-02,-1.114581003785133362e-01,-4.122826457023620605e-02,-1.304543297737836838e-02,8.921562694013118744e-03,1.188288442790508270e-02,6.446652859449386597e-02
-7.970119267702102661e-02,1.660154387354850769e-02,2.319172956049442291e-02,-7.016155123710632324e-02,6.787817925214767456e-02,3.537239879369735718e-02,8.480086177587509155e-02,-4.762117937207221985e-02,-3.796110302209854126e-02,8.314412087202072144e-02
7.107369136065244675e-03,-1.009159982204437256e-01,-1.167125478386878967e-01,1.200212761759757996e-01,1.629426702857017517e-02,-7.790375500917434692e-02,6.618445366621017456e-02,9.201846271753311157e-02,-6.253793090581893921e-02,1.232943758368492126e-01
